Rank,Grade,Channel name,Video Uploads,Subscribers,Video views
4640th,B+ ,VAST Studio,408,1698943,272265629
4641st,B+ ,SKY Bolero,3012,766424,354989619
4642nd,B+ ,Smoke The Bear,1470,655663,231279737
4643rd,B+ ,Revolución Popular Noticias,4574,258561,151080571
4644th,B+ ,Tips Films,931,768707,463071646
4645th,B+ ,BORCREW OFFICIAL,315,854382,631087479
4646th,B+ ,Bangla Gorom News,1896,-- ,151760154
4647th,B+ ,เออน่า…,60,1317249,486047466
4648th,B+ ,Thomas & Friends,854,841762,1031010270
4649th,B+ ,Х-Фактор,2924,784389,773507035
4650th,B+ ,Calle y Poché,148,4555359,287112168
4651st,B+ ,Dj Massage,169,109123,36567040
4652nd,B+ ,UFOvnis,764,969489,367754540
4653rd,B+ ,SHORT TIME SECRET,304,3393635,301632051
4654th,B+ ,Fingerwager,22,-- ,119546477
4655th,B+ ,Colors with Baby,77,1066996,228667209
4656th,B+ ,급식왕,68,418941,86242544
4657th,B+ ,Gumbal,2763,989730,641245241
4658th,B+ ,knowledge master,806,-- ,248868112
4659th,B+ ,NewMelody,303,373930,88715039
4660th,B+ ,MOMENTO DA CRIANÇA : CHILD'S…,565,2093276,540676088
4661st,B+ ,Малышарики,296,526890,416005746
4662nd,B+ ,Wow Sister Toy,450,992253,247284306
4663rd,B+ ,Trillion - 8D Music,225,297708,51685733
4664th,B+ ,PTV Cricket,1351,-- ,132162672
4665th,B+ ,oblomoff,952,2925802,788535518
4666th,B+ ,Animal Planet,4737,2899616,1543446280
4667th,B+ ,KBS 안테나,4537,407565,400086125
4668th,B+ ,LA DIVAZA,111,7289257,472676060
4669th,B+ ,TTV BTW,69,-- ,11325628
4670th,B+ ,Матч ТВ,2116,688075,183189109
4671st,B+ ,Cyberpunk 2077,5,376009,39867906
4672nd,B+ ,Nando Moura,1511,2559741,537596828
4673rd,B+ ,KÖLN 50667 - NEWS,382,8858,10059813
4674th,B+ ,TV5 News,130256,1001273,735030481
4675th,B+ ,Niki and Gabi,385,6981602,817180229
4676th,B+ ,My TOP10 of Today,155,536916,157095169
4677th,B+ ,Игрули TV,207,260644,222613832
4678th,B+ ,قناة افلام اكشن…,158,367145,110586550
4679th,B+ ,Jarir Bookstore,527,191631,80324158
4680th,B+ ,Al Fondo hay Sitio,7039,1059526,1126422196
4681st,B+ ,Garnier México,46,33029,161871841
4682nd,B+ ,دانية شافعي DanyahShafei,240,1715058,640259249
4683rd,B+ ,Tang Takor,640,85346,36590615
4684th,B+ ,NeYoVEVO,130,2431139,1740459500
4685th,B+ ,Auf Streife,1113,521502,344344573
4686th,B+ ,OneTwo,110,1292032,274800465
4687th,B+ ,Nhạc sĩ Nguyễn Hậu,340,690553,418088353
4688th,B+ ,عالم الإبداع - Creative…,216,-- ,145773941
4689th,B+ ,Anderson Augusto Moreno,173,703705,135631677
4690th,B+ ,Поиграйка,432,741071,572644241
4691st,B+ ,Tizcall,68,-- ,108495917
4692nd,B+ ,Shaun the Sheep [ViệtNam],139,420941,253034526
4693rd,B+ ,Heróis em Geral,758,672138,310150801
4694th,B+ ,Tbilisi Music Factory,253,342244,80661081
4695th,B+ ,THESSALONIAN31N,557,169628,230184105
4696th,B+ ,My Tam,264,-- ,538371669
4697th,B+ ,How Ridiculous,198,2944984,415212219
4698th,B+ ,momo,18,71072,6033586
4699th,B+ ,Yummy Cake,184,198254,38209654
4700th,B+ ,New Smile Entertainment,2808,163801,68846374
4701st,B+ ,NORMAN FAIT DES VIDÉOS,149,10956784,1944888412
4702nd,B+ ,ChristianNodalVEVO,12,1725609,977903086
4703rd,B+ ,LaSabri,1093,1502901,356090373
4704th,B+ ,Dumbazz,450,2008118,258882357
4705th,B+ ,Louie Rochester,73,-- ,75536179
4706th,B+ ,Funny Fingers TV,426,320015,138184507
4707th,B+ ,Daniel Shaya,13,229733,54228571
4708th,B+ ,Village food factory,171,1826487,325951972
4709th,B+ ,Mythri Movie Makers,451,771870,359113559
4710th,B+ ,baby shark tv - fun for kids,214,297537,34675485
4711th,B+ ,Kraul,2351,44463,10077276
4712th,B+ ,Lagu Anak TV,160,691833,321465874
4713th,B+ ,Filipino Fairy Tales,84,416481,190955997
4714th,B+ ,Machinima,24260,12462363,4366599198
4715th,B+ ,TinTon Tv,25,146046,34855675
4716th,B+ ,Mickey Baby Tv,47,-- ,39117306
4717th,B+ ,Bloveslife,598,877286,167696925
4718th,B+ ,Misterios Paranormales,238,400683,126049665
4719th,B+ ,luisitorey,544,8568122,1467335235
4720th,B+ ,Cadbury Silk,119,128815,168088147
4721st,B+ ,Lifia Niala,531,1309462,1056967526
4722nd,B+ ,Imran's Toy Reviews,1766,1578535,1226434290
4723rd,B+ ,ميني فيلم افلام…,156,327130,125735994
4724th,B+ ,Grizzy & les Lemmings,92,189393,53693273
4725th,B+ ,Maa Janki Series - Bhakti,2158,393496,84699994
4726th,B+ ,Mazaaq Raat Official,1475,985144,353663634
4727th,B+ ,Antena 1,32503,767552,754167799
4728th,B+ ,Verdade Política,3037,589995,163181540
4729th,B+ ,The Icing Artist,263,2445589,510079162
4730th,B+ ,Public TV | ಪಬ್ಲಿಕ್…,64019,812492,345120681
4731st,B+ ,Perfect Life,263,-- ,156462604
4732nd,B+ ,Blitz,4033,1779457,536941556
4733rd,B+ ,UIE Movies,3049,888404,312748978
4734th,B+ ,YoYo TeLeViSion VietSub,756,344630,123167107
4735th,B+ ,Goldmines Dishoom,21,282465,31720611
4736th,B+ ,foofightersVEVO,70,1420511,1176078631
4737th,B+ ,키즈팡TV,842,638306,599514075
4738th,B+ ,EazyDrop,110,417849,39911260
4739th,B+ ,Radial by The Orchard,4999,1093618,1171780378
4740th,B+ ,DivertiGuay,394,903307,188770092
4741st,B+ ,DaftPunkVEVO,14,2425693,799380228
4742nd,B+ ,KingKennyTv,98,1407933,181567805
4743rd,B+ ,USA TODAY,19952,716126,830297926
4744th,B+ ,PULCINO PIO,88,3730907,2266057168
4745th,B+ ,Top Channel Albania,71136,514462,725647506
4746th,B+ ,Đi Rừng & Làm Rẫy,228,693148,191189020
4747th,B+ ,BeritaSatuTV,132874,305667,270945052
4748th,B+ ,Gibi ASMR,305,1280826,307828402
4749th,B+ ,Samsung South Africa,311,-- ,96264871
4750th,B+ ,SelenaVEVO,26,655467,567064031
4751st,B+ ,Diki Duki Dariel,253,349689,129195310
4752nd,B+ ,Come on Kids Learn & Toys,170,952759,225809039
4753rd,B+ ,Abu music,6,967875,359342197
4754th,B+ ,UmiKids,1233,530147,449872770
4755th,B+ ,Bollygrad Studioz,1372,676770,141597007
4756th,B+ ,moviecollectionjp,16045,421034,808283956
4757th,B+ ,jogodoido1,129,474716,536504703
4758th,B+ ,canalestrellatv,31100,902015,747309845
4759th,B+ ,نايف&نواف /naif.nawaf,122,336113,96226641
4760th,B+ ,Real Time with Bill Maher,1455,1444549,524903789
4761st,B+ ,Isaias Saad,9,380534,63609155
4762nd,B+ ,Debbie Doo Kids TV,125,790253,601828436
4763rd,B+ ,CloudKid,911,2365301,650705454
4764th,B+ ,AdamThomasMoran,481,9522573,1945813869
4765th,B+ ,Danny Letras,722,1092545,1041435793
4766th,B+ ,ToyTV - Khủng long bạo chúa,468,586033,293408690
4767th,B+ ,ESRAWORLD,37,90934,2038173
4768th,B+ ,Sen Vàng Tivi,9530,743082,661876773
4769th,B+ ,Vidya Vox,34,4896720,481216349
4770th,B+ ,Comicbook.com,4346,891366,914659533
4771st,B+ ,Lazada Việt Nam,168,78166,129517558
4772nd,B+ ,العالمية للترفية HD,231,-- ,36001078
4773rd,B+ ,HD Songs Bollywood,67,2573251,31925394
4774th,B+ ,Whattheduck,523,1014454,531456854
4775th,B+ ,Black Beard Projects,124,626636,86445880
4776th,B+ ,Wu Tang Collection,1915,452491,241749237
4777th,B+ ,Ben 10,258,439089,234320528
4778th,B+ ,ماوكلي,82,2228894,288823066
4779th,B+ ,Mannie and Genecia,476,669340,153571707
4780th,B+ ,Awesome Toys,5,975349,164046398
4781st,B+ ,ゴウキ/Gouki BOOK,789,278919,258643106
4782nd,B+ ,Sunita Agarwal,652,1460897,212126635
4783rd,B+ ,miguel marrujo,5,65997,10371424
4784th,B+ ,Onyx Family,106,1867345,284641708
4785th,B+ ,TonightShowNet,4015,574542,401250044
4786th,B+ ,paint colouring pages for kids tv,54,1612123,180505108
4787th,B+ ,Justin Wright S.,458,-- ,289623382
4788th,B+ ,CineBox Pictures,278,1208974,291798057
4789th,B+ ,三立台劇,4563,416813,482051586
4790th,B+ ,Discovery UK,2361,1386496,533584799
4791st,B+ ,MrLololoshka (Роман…,1595,5819744,1652673147
4792nd,B+ ,Kelli Maple,3407,904284,780078833
4793rd,B+ ,Mi Vietnam,60,3130,39907898
4794th,B+ ,Örümcek Adam Şimşek McQueen,345,501095,399090908
4795th,B+ ,Du Lịch Bụi,210,408483,150296066
4796th,B+ ,유라야놀자(Let's play YURA),794,462406,430800819
4797th,B+ ,Cidade do Carro - Desenhos Animados…,656,898502,496374196
4798th,B+ ,Wankil Studio - Laink et Terracid,558,1349572,516919282
4799th,B+ ,EDWIN DIAZTO,102,821690,388636462
4800th,B+ ,Luan Santana,278,6441875,2052936604
4801st,B+ ,Gjigandet e Vegjel,19,167146,36273204
4802nd,B+ ,Single Track Studio,1513,977589,488679303
4803rd,B+ ,News Now,4234,-- ,240258091
4804th,B+ ,Happy Toy Dolls,194,657427,138235916
4805th,B+ ,Funny Commercials,356,388441,208670884
4806th,B+ ,BBC News,8864,3119930,850355184
4807th,B+ ,Funtap Game,782,1466,65498471
4808th,B+ ,Nancy Ajram,241,2373004,881503633
4809th,B+ ,NIVEA MEN Indonesia,35,19416,68418856
4810th,B+ ,Red Panda,315,375946,165847713
4811th,B+ ,Макс Ващенко,82,879468,91664348
4812th,B+ ,tanvi emitra,23,284025,67314123
4813th,B+ ,Top5Central,607,3793259,723692651
4814th,B+ ,Luisito Kingdom,87,1861616,61099757
4815th,B+ ,Brendan Kavanagh,869,188337,114610050
4816th,B+ ,Tiny Turtle - Fortnite,2960,3865229,2313734440
4817th,B+ ,xxYjYxx,184,915607,78033644
4818th,B+ ,Silo Entertainment,520,2384236,272881167
4819th,B+ ,Vision TV,126,254953,140582816
4820th,B+ ,Indian Daily News And Entertainment…,930,497212,217370730
4821st,B+ ,BOXX MUSIC,174,456106,261740897
4822nd,B+ ,Antrax,316,7420218,952179970
4823rd,B+ ,مشاهيرنا,350,-- ,51775617
4824th,B+ ,Moviebox Record Label,3276,1634063,841001819
4825th,B+ ,鈴川絢子/Suzukawa Ayako,1570,517962,623983009
4826th,B+ ,Brandon Rogers,168,4467143,645559095
4827th,B+ ,Honiro,1384,703716,410680222
4828th,B+ ,Tree Animation,18,1208668,235957306
4829th,B+ ,Mohamed AlSalim | محمد…,144,2873330,963678387
4830th,B+ ,PS Daily,140,332740,70823787
4831st,B+ ,X Music - Bolero,194,318838,150847944
4832nd,B+ ,WildBrain – Kids Videos,1449,1265381,704083663
4833rd,B+ ,SK-II Japan,173,42869,284399036
4834th,B+ ,Kyler and Mad,328,2221793,342778333
4835th,B+ ,NTV Entertainment,2504,107229,43505019
4836th,B+ ,ウマヅラビデオ,349,462882,121687374
4837th,B+ ,CARS 4 KIDS,478,-- ,1643267574
4838th,B+ ,Conor Maynard,247,8140377,1596625438
4839th,B+ ,Godenot,4333,2462268,692860759
4840th,B+ ,thinkThin,37,1780,11542380
4841st,B+ ,Fantastic Adventures,26,205697,50350200
4842nd,B+ ,camilaVEVO,81,2074598,1794207739
4843rd,B+ ,Zkylixx,9,91842,9747688
4844th,B+ ,perfect status,166,166852,47520251
4845th,B+ ,Khatulistiwa Record,132,-- ,153432783
4846th,B+ ,Alexunea TV,489,601996,230598391
4847th,B+ ,RahatFAKhanVEVO,3,1477124,496855768
4848th,B+ ,Yuvan Shankar Raja,220,436221,96930418
4849th,B+ ,Little Big,43,1807800,326606982
4850th,B+ ,SAMURAI Clips,171,189703,66871275
4851st,B+ ,Humberto Contreras,310,1168566,1128485040
4852nd,B+ ,Muhammed Nalça,24,107409,50383505
4853rd,B+ ,BD Media Music,209,263845,128379117
4854th,B+ ,DramaAlert,899,4250220,891451164
4855th,B+ ,Sonic Islamic (سونک…,1137,779554,202960933
4856th,B+ ,Unisys Music,777,1643420,639612714
4857th,B+ ,ToniBraxtonVEVO,39,923010,709416063
4858th,B+ ,BloodyVids,284,1444973,376341574
4859th,B+ ,UnspeakablePlays,433,1748983,263108427
4860th,B+ ,MondoMedia,1498,3773340,2543022080
4861st,B+ ,We Are Kids United,78,1632138,812572935
4862nd,B+ ,channel of batsu game,744,4559,14498333
4863rd,B+ ,Седьмой канал - 7…,17418,954646,607617274
4864th,B+ ,New Blaker,23,45163,13121436
4865th,B+ ,My Disney Toys,369,1873227,852094911
4866th,B+ ,Indian Tele Tadka,378,581503,242888565
4867th,B+ ,Сила Слова,5378,312534,261115783
4868th,B+ ,Wismichu,306,7584971,1010531417
4869th,B+ ,Cambodia Daily KH,33,142060,42801526
4870th,B+ ,B4U Mini Theatre,273,364053,143656933
4871st,B+ ,ゆきりぬ,654,813260,188641985
4872nd,B+ ,เรื่องเล่า…,2330,459899,130636281
4873rd,B+ ,Dutch Lady Việt Nam,219,99646,223121594
4874th,B+ ,ToeiPrettyGuardians,1248,152010,249872393
4875th,B+ ,Trav and Cor,114,1315844,239025525
4876th,B+ ,aeonretail,66,4889,7820686
4877th,B+ ,BeamNG-Destruction,671,322803,191756413
4878th,B+ ,Fonseca,168,651710,384528967
4879th,B+ ,TOYSBR Parque dos Brinquedos…,829,3262259,1734170639
4880th,B+ ,Canal Regional Mexicano,7,49127,51562445
4881st,B+ ,Ally Law,177,1856132,189440394
4882nd,B+ ,Official iNews,55612,300691,224713552
4883rd,B+ ,DAYMOLITION,3521,1303563,500225972
4884th,B+ ,leorojasVEVO,13,657979,368417477
4885th,B+ ,จัดอันดับ TV,162,2085984,303572709
4886th,B+ ,Kiera Bridget,199,1597666,103608177
4887th,B+ ,Xpose News,40476,-- ,204810831
4888th,B+ ,FUNK EXPLODE,575,736425,192457875
4889th,B+ ,FORTNITE IS MY CITY,552,107329,75529051
4890th,B+ ,Wama,1991,609894,257379642
4891st,B+ ,BollywoodKilla,5702,436971,141741900
4892nd,B+ ,SteveTheGamer55,2701,1579096,454676633
4893rd,B+ ,Everything For U,184,-- ,69313209
4894th,B+ ,VB Musicas,71,-- ,48275804
4895th,B+ ,Neha ki pathsala,146,413909,50400194
4896th,B+ ,Totoykids Explorer,165,-- ,363738234
4897th,B+ ,Arena Closer,304,542421,87498704
4898th,B+ ,Blox4Fun,1059,285697,214090692
4899th,  ,ExzoticSlice,--,99785,9745292
4900th,B+ ,Mantex & Mina,269,612606,126907631
4901st,B+ ,jaby koay,1902,752644,486109194
4902nd,B+ ,YouTube Nigerian Movies,700,829103,253123384
4903rd,B+ ,Скорти,1312,1741173,590610337
4904th,B+ ,clips mix,2677,1840872,1341835076
4905th,B+ ,Rahma Riad,22,176754,40437843
4906th,B+ ,معلومه في كتاب,201,1673693,268348917
4907th,B+ ,Mahendra Guru : Online Videos For…,5401,2693627,283889168
4908th,B+ ,がっちゃんねる★TheGacchannel…,619,700337,1016978735
4909th,B+ ,Lukas Graham,49,2757622,1033092421
4910th,B+ ,HRVYVEVO,8,1105739,243588357
4911th,B+ ,DramaFever Latino,5227,1086929,547149067
4912th,B+ ,Telenovelas Mx-BR,893,93653,51446756
4913th,B+ ,اخترنا لك,775,-- ,95271752
4914th,B+ ,Elevation Worship,320,1003080,411677612
4915th,B+ ,SOLO,1367,445659,173932122
4916th,B+ ,NGworld,320,1031787,137464342
4917th,B+ ,fouseyTUBE,2,10523367,593861
4918th,B+ ,TGFbro,378,4259716,749365673
4919th,B+ ,Dread Mar I - Oficial,85,2361455,430743341
4920th,B+ ,ToyFamily,576,1805482,1075066645
4921st,B+ ,JenniRiveraVEVO,35,1314523,965469696
4922nd,B+ ,VFF Channel,1795,515143,167407345
4923rd,B+ ,هل تعلم؟,1003,5984007,772482299
4924th,B+ ,KrazyGummy,1102,669884,627700268
4925th,B+ ,XAmbassadorsVEVO,68,685213,381313822
4926th,B+ ,Joe Weller,313,5088564,966569893
4927th,B+ ,Tomat Lebay,158,513436,180400520
4928th,B+ ,Breeze Thailand,226,181747,100860450
4929th,B+ ,Germany's next Topmodel,1235,517643,841162492
4930th,B+ ,Dan and Riya,322,541904,160196800
4931st,B+ ,TomoNews US,21001,2336881,2378869886
4932nd,B+ ,Guardian News,2738,191054,228670813
4933rd,B+ ,Jokes PK,317,80664,21626651
4934th,B+ ,Fozi Mozi English,26,176494,45144745
4935th,B+ ,Monique Harteveld,20,149451,55391842
4936th,B+ ,MediaoneTV Live,73616,685132,334150601
4937th,B+ ,李婶儿说电影,139,-- ,53572147
4938th,B+ ,Cakes StepByStep,267,2427534,604260150
4939th,B+ ,Florida Georgia Line - Topic,171,16298,13388670
4940th,B+ ,alpha m.,878,4358675,577671512
4941st,B+ ,Ляпота ТВ,218,693344,145471180
4942nd,B+ ,GMTV,183,-- ,127080542
4943rd,B+ ,Brian Sobrevilla,194,2332239,160200815
4944th,B+ ,hoshinogen official channel,16,644094,404926957
4945th,B+ ,SMG上海电视台官方频道 SMG…,40768,844629,947954536
4946th,B+ ,The Spectors,72,114732,27100765
4947th,B+ ,AitanaVEVO,2,256772,40160161
4948th,B+ ,Febatista,3514,2828251,568136797
4949th,B+ ,Keivon ToysReview,468,-- ,481568513
4950th,B+ ,CBR,617,1335725,315781396
4951st,B+ ,Khan Academy,7115,4226221,1581769422
4952nd,B+ ,TuTiTu Türkçe,232,46561,14631166
4953rd,B+ ,Kids Tv Italiano - canzoni per…,625,732170,567599464
4954th,B+ ,Loose Women,9178,217593,279505979
4955th,B+ ,AmazingSingles,102,326911,226906824
4956th,B+ ,Lowlight TV,234,219627,174420747
4957th,B+ ,CLICKNEWS,2661,-- ,139940815
4958th,B+ ,Taco Hemingway,77,1084554,400561026
4959th,B+ ,Viros,1642,2401920,195608232
4960th,B+ ,Дима Масленников,232,3700908,424256710
4961st,B+ ,Soltana - سلطانة,4027,911253,277468967
4962nd,B+ ,ONE Championship,905,-- ,109836654
4963rd,B+ ,LIT killah,4,1048582,124275622
4964th,B+ ,EchorouknewsTV,57609,913153,288798203
4965th,B+ ,슈기님,1134,1454553,365489767
4966th,B+ ,PlayEven Fashions,986,425918,93521273
4967th,B+ ,Baxtrix,1871,752601,371806433
4968th,B+ ,fishmarketbd,293,383644,122606879
4969th,B+ ,Eglence tv,499,365374,155343517
4970th,B+ ,Oleg Zotov,110,58780,11942164
4971st,B+ ,Chilevisión,13547,885667,596835119
4972nd,B+ ,SonyLIV,1206,2414713,483072980
4973rd,B+ ,Fanatik Klasik Film,2071,673787,509406756
4974th,B+ ,ของเล่นแสนสนุก…,202,829870,310449113
4975th,B+ ,Rahim Pardesi,153,1436546,498989227
4976th,B+ ,Funny Kids,1,150091,21933876
4977th,B+ ,AvonBR,297,229079,343820279
4978th,B+ ,Disney Channel Africa,2184,638404,596218763
4979th,B+ ,Рома Светленький,49,106628,20229141
4980th,B+ ,MonkeyBoo,707,1558006,441243129
4981st,B+ ,Screen Junkies,878,6532616,2090085291
4982nd,B+ ,Luli60able,5,158905,119924990
4983rd,B+ ,채널A Home,9876,647435,827849271
4984th,B+ ,Машинка Игрушка,242,219238,116728609
4985th,B+ ,Jean L,2116,2875705,673550521
4986th,B+ ,AndreaBocelliVEVO,191,820381,485771289
4987th,B+ ,CidadeAlertaRecord,7299,1123300,346376750
4988th,B+ ,YouANDi Games,1358,1536819,424688400
4989th,B+ ,GREAT IDEAS GREAT LIFE,80,1349511,46911690
4990th,B+ ,Kukuli,219,660742,437197125
4991st,B+ ,Ho Ngoc Ha's Official Channel,208,-- ,127185704
4992nd,B+ ,Toys to Learn Colors,11,663114,141933264
4993rd,B+ ,КАZКА,25,131766,74304638
4994th,B+ ,United CUBE (CUBE Entertainment…,1055,1586835,371299166
4995th,B+ ,Wings Marathi,1735,1099659,346175699
4996th,B+ ,Uras Benlioğlu,706,2072942,441202795
4997th,B+ ,HI-TECH MUSIC LTD,797,1055091,377331722
4998th,B+ ,Mastersaint,110,3265735,311758426
4999th,B+ ,Bruce McIntosh,3475,32990,14563764
5000th,B+ ,SehatAQUA,254,21172,73312511
